id;firstname;lastname;team;position;injured;banned;mantra_position;fantacalcio_position;name;country;birth_date;foot_name;fantacalcioPlayerId;fantacalcioTeamName;appearances;matchesInStart;mins_played;pagella;fantacalcioRanking;fantacalcioFantaindex;fantacalcioPosition;assists;goals;goals90min;goalsFromOpenPlays;xgFromOpenPlays;xgFromOpenPlays/90min;xA;xA90min;redCards;yellowCards;successfulPenalties;penalties;gkPenaltiesSaved;gkCleanSheets;gkConcededGoals;openPlaysGoalsConceded;openPlaysXgConceded;fantamediaPred;fantamediaPredRoundId;matchConvocation;matchesWithGrade;perc_matchesStarted;perc_matchesWithGrade;percMinsPlayed;expectedFantamediaMean;External_breakout_Index;Set_piece_attack_Index;Offensive_verticalization_Index;Attacking_area_Index;Pass_accuracy_Index;Accompany_the_offensive_action_Index;Cross_accuracy_Index;Pass_leading_chances_Index;Shot_on_target_Index;Received_pass_Index;Deep_runs_Index;Air_challenge_offensive_Index;Shot_on_goal_Index;Converge_in_the_center_Index;Pass_forward_accuracy_Index;Defense_solidity_Index;Offensive_actions_Index;Dribbles_successful_Index;Offensive_field_presence_Index
279982;nikita;contini;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};;False;False;['G'];P;Nikita Contini-Baranovskyi;;1996-05-21;;2845;napoli;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;P;-1.0;-1.0;-1.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
281887;Grigoris;kastanos;{'uuid': 'e9e1d0da-2ab8-449c-8738-84666289eb1b', 'name': 'verona'};Attacking-Midfielder;False;False;['M', 'OM'];C;Grigoris Kastanos;Cyprus;1998-01-30;left;2117;verona;27.0;8.0;977.0;5.71;5.78;39.16;C;1.0;1.0;0.09;1.0;0.78;0.07;0.43;0.04;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;26.0;21.05;68.42;29.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
282438;AAron;martin;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Wing-Back;False;False;['LB', 'E'];D;Aaron Martin Caricol;Spain;1997-04-22;left;2593;genoa;36.0;35.0;3340.0;5.89;6.07;69.21;D;9.0;0.0;0.0;0.0;0.46;0.01;5.42;0.15;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;36.0;94.59;97.3;91.0;-1;63.69;54.45;-1.0;56.77;61.24;56.21;79.52;53.94;-1.0;63.6;55.92;-1.0;-1.0;-1.0;64.0;-1.0;58.22;-1.0;56.49
282799;Stefan;posch;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Wing-Back;False;False;['RB', 'CB'];D;Stefan Posch;Austria;1997-05-14;right;6066;bologna;19.0;11.0;1221.0;5.98;5.95;65.61;D;0.0;0.0;0.0;0.0;0.78;0.06;0.54;0.04;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;25.0;14.0;44.0;56.0;33.0;-1;56.63;-1.0;69.09;59.39;73.05;75.8;75.02;57.24;-1.0;75.03;53.99;-1.0;-1.0;-1.0;79.66;66.94;74.01;-1.0;69.2
283062;vanja;milinkovic-savic v.;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Goalkeeper;False;False;['G'];P;Vanja Milinkovic-Savic;Spain;1997-02-20;right;2170;napoli;37.0;37.0;3606.0;6.33;5.75;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;10.0;42.0;42.0;46.38;-1;39.0;37.0;37.0;100.0;100.0;97.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
283832;Filippo;Romagna;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Defender;False;False;['CB'];D;Filippo Romagna;Italy;1997-05-26;right;2279;sassuolo;23.0;21.0;2014.0;6.16;6.09;50.39;D;0.0;0.0;0.0;0.0;1.18;0.05;0.23;0.01;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;29.0;22.0;72.41;75.86;55.0;-1;-1.0;-1.0;45.71;40.36;70.56;59.18;-1.0;-1.0;-1.0;60.76;-1.0;-1.0;-1.0;-1.0;60.39;59.89;54.84;-1.0;46.21
284476;Nikola;vlasic;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Attacking-Midfielder;False;False;['OM'];C;Nikola Vlasic;Croatia;1997-10-04;right;5687;torino;30.0;23.0;2262.0;6.0;6.6;80.27;C;3.0;5.0;0.2;3.0;3.05;0.12;2.07;0.08;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;31.0;30.0;74.19;96.77;64.0;-1;65.08;-1.0;62.72;70.07;57.22;59.43;-1.0;66.83;63.91;66.78;61.15;-1.0;63.05;52.96;58.61;-1.0;72.67;64.41;79.11
286215;alex;meret;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Goalkeeper;False;False;['G'];P;Alex Meret;Italy;1997-03-22;left;572;napoli;34.0;34.0;3267.0;6.15;6.0;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;25.0;25.0;21.61;-1;39.0;35.0;34.0;97.14;97.14;88.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
286223;nicolo;barella;{'uuid': 'fb3aee60-b9c5-4842-b8c0-f338743a5532', 'name': 'inter'};Mezzala;False;False;['M'];C;Nicolo Barella;Italy;1997-02-07;right;1870;inter;33.0;29.0;2680.0;6.21;6.6;81.93;C;6.0;3.0;0.1;3.0;2.6;0.09;4.25;0.14;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;33.0;82.86;94.29;74.0;-1;-1.0;52.5;90.36;60.28;68.56;83.58;66.26;84.47;49.75;89.9;55.05;-1.0;62.79;-1.0;73.21;-1.0;91.21;-1.0;95.68
286226;manuel;locatelli;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Midfielder;False;False;['DM', 'M'];C;Manuel Locatelli;Italy;1998-01-08;right;827;juventus;36.0;34.0;2994.0;6.22;6.32;68.92;C;2.0;2.0;0.06;1.0;0.98;0.03;1.53;0.05;0.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;35.0;91.89;94.59;84.0;-1;54.59;-1.0;94.9;57.17;90.61;92.79;-1.0;59.66;-1.0;94.33;52.46;-1.0;-1.0;-1.0;92.29;-1.0;92.26;-1.0;91.74
289225;mehmet zeki;celik;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Defender;False;True;['LA', 'RB', 'E'];D;Mehmet Zeki Celik;Turkey;1997-02-17;right;4657;roma;31.0;27.0;2410.0;5.87;5.85;44.95;D;2.0;0.0;0.0;0.0;1.33;0.05;1.53;0.06;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;34.0;31.0;79.41;91.18;67.0;-1;60.49;-1.0;63.99;60.22;75.42;72.93;59.31;56.92;-1.0;77.19;55.44;-1.0;-1.0;-1.0;84.25;-1.0;70.6;-1.0;57.47
291591;fikayo;tomori;{'uuid': '2e4b19a8-e58e-4782-905f-bf0219218572', 'name': 'milan'};Defender;False;False;['CB'];D;Fikayo Tomori;Canada;1997-12-19;right;4751;milan;22.0;19.0;1729.0;5.95;5.88;75.05;D;1.0;0.0;0.0;0.0;0.0;0.0;0.45;0.02;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;18.0;51.35;48.65;47.0;-1;-1.0;-1.0;-1.0;56.36;91.73;77.94;-1.0;52.23;-1.0;84.72;-1.0;-1.0;-1.0;-1.0;92.27;56.66;78.44;-1.0;56.71
292310;Luca;mazzitelli;{'uuid': '1c949031-2bcb-434e-a9ea-8fec3fa80c23', 'name': 'cagliari'};Midfielder;False;False;['DM', 'M'];C;Luca Mazzitelli;Italy;1995-11-15;right;1976;cagliari;18.0;7.0;687.0;5.97;6.14;76.28;C;1.0;1.0;0.13;1.0;0.35;0.05;1.17;0.15;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;23.0;15.0;30.43;65.22;20.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
295176;Robin;gosens;{'uuid': '573f5fa3-5623-417c-9efc-f28b50bc7778', 'name': 'fiorentina'};Wing-Back;False;False;['E'];D;Robin Gosens;Germany;1994-07-05;left;2160;fiorentina;33.0;30.0;2813.0;6.08;6.52;96.43;D;3.0;5.0;0.16;7.0;2.1;0.07;2.13;0.07;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;33.0;33.0;90.91;100.0;78.0;-1;61.43;-1.0;60.92;63.35;59.64;66.26;69.11;61.8;-1.0;65.66;60.24;79.81;-1.0;-1.0;70.26;-1.0;59.76;-1.0;55.86
295890;pasquale;mazzocchi;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Wide-Midfielder;False;False;['RB', 'LB', 'E'];D;Pasquale Mazzocchi;Italy;1995-07-27;right;5481;napoli;20.0;7.0;815.0;5.97;5.92;48.85;D;0.0;0.0;0.0;0.0;0.62;0.07;0.63;0.07;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;12.0;21.88;37.5;23.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
299172;N'Bala;nzola;{'uuid': 'c1a7a918-44f8-4da9-86b6-f8b95e8e261d', 'name': 'pisa'};Forward;False;False;['CF'];A;M'Bala Nzola;Angola;1996-08-18;left;5336;pisa;21.0;16.0;1591.0;5.92;6.66;49.43;A;0.0;6.0;0.34;6.0;7.39;0.42;0.97;0.05;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;22.0;21.0;72.73;95.45;44.0;-1;-1.0;50.69;-1.0;91.49;-1.0;48.48;-1.0;54.76;73.52;53.73;87.97;62.41;65.42;-1.0;-1.0;-1.0;54.8;-1.0;72.93
301017;Marcus;thuram;{'uuid': 'fb3aee60-b9c5-4842-b8c0-f338743a5532', 'name': 'inter'};Forward;False;False;['CF'];A;Marcus Thuram-Ulien;France;1997-08-06;right;4871;inter;32.0;27.0;2459.0;6.26;7.68;90.92;A;4.0;14.0;0.51;17.0;10.82;0.4;4.64;0.17;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;32.0;77.14;91.43;69.0;-1;71.17;-1.0;52.46;88.81;-1.0;50.94;-1.0;66.46;74.07;58.13;87.02;75.38;84.93;-1.0;-1.0;-1.0;59.0;65.47;74.56
302600;Suat;serdar;{'uuid': 'e9e1d0da-2ab8-449c-8738-84666289eb1b', 'name': 'verona'};Midfielder;False;False;['M'];C;Suat Serdar;Germany;1997-04-11;right;6458;verona;22.0;16.0;1460.0;5.88;6.08;44.49;C;1.0;2.0;0.12;2.0;2.24;0.14;0.52;0.03;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;22.0;21.0;72.73;95.45;42.0;-1;-1.0;-1.0;75.15;63.24;51.51;61.08;-1.0;62.13;56.51;61.31;58.35;56.76;61.51;-1.0;50.76;-1.0;65.56;53.62;69.76
302799;rolando;mandragora;{'uuid': '573f5fa3-5623-417c-9efc-f28b50bc7778', 'name': 'fiorentina'};Midfielder;True;False;['DM', 'M'];C;Rolando Mandragora;Italy;1997-06-29;left;1933;fiorentina;30.0;23.0;2126.0;6.14;6.54;84.34;C;4.0;4.0;0.17;3.0;1.89;0.08;2.75;0.12;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;29.0;65.71;82.86;60.0;-1;-1.0;-1.0;70.85;59.12;61.67;66.28;-1.0;78.59;63.71;68.94;55.7;-1.0;67.43;-1.0;56.76;-1.0;62.68;-1.0;62.08
328333;lorenzo;pellegrini lo.;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Mezzala;True;False;['M', 'OM'];C;Lorenzo Pellegrini;Italy;1996-06-19;right;530;roma;25.0;20.0;1725.0;5.86;6.06;76.82;C;1.0;2.0;0.1;1.0;3.65;0.19;2.22;0.12;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;25.0;57.14;71.43;49.0;-1;61.91;-1.0;62.83;75.37;55.24;58.16;-1.0;54.48;62.67;64.27;73.07;62.68;51.96;-1.0;52.43;-1.0;60.82;-1.0;71.68
330003;denzel justus morris;dumfries;{'uuid': 'fb3aee60-b9c5-4842-b8c0-f338743a5532', 'name': 'inter'};Wide-Midfielder;False;False;['E'];D;Denzel Dumfries;Netherlands;1996-04-18;right;5513;inter;29.0;20.0;2120.0;6.23;6.95;100.0;D;2.0;7.0;0.3;10.0;5.63;0.24;3.12;0.13;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;33.0;29.0;60.61;87.88;59.0;-1;70.24;-1.0;-1.0;75.46;48.82;55.02;73.72;58.62;73.45;58.23;70.31;87.11;78.2;-1.0;-1.0;-1.0;55.19;57.73;53.76
331420;Mihai;Popa;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Goalkeeper;False;False;['G'];P;Mihai Popa;Romania;2000-10-12;right;6210;torino;11.0;11.0;1067.0;6.12;5.53;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;13.0;13.0;8.75;-1;39.0;23.0;11.0;47.83;47.83;29.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
333212;sandi;lovric;{'uuid': '10699c39-fa51-4968-8ee6-209df2113a8c', 'name': 'udinese'};Mezzala;False;False;['M'];C;Sandi Lovric;Austria;1998-03-28;right;5850;udinese;36.0;31.0;2446.0;5.93;6.06;55.41;C;1.0;2.0;0.07;2.0;2.67;0.1;3.64;0.13;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;35.0;86.11;97.22;70.0;-1;56.86;-1.0;64.53;62.19;57.28;62.37;55.15;59.68;54.24;63.8;56.43;-1.0;58.23;-1.0;57.87;-1.0;65.86;59.39;71.89
336439;mergim;vojvoda;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Wing-Back;False;False;['RB', 'E'];D;Mergim Vojvoda;Albania;1995-02-01;right;4994;como;28.0;20.0;1973.0;5.87;5.91;58.45;D;1.0;1.0;0.05;1.0;0.79;0.04;2.71;0.12;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;30.0;27.0;66.67;90.0;55.0;-1;57.72;-1.0;78.45;59.58;71.37;77.96;77.52;58.39;-1.0;82.16;55.99;-1.0;-1.0;-1.0;79.26;-1.0;79.63;-1.0;59.09
336517;artem;dovbyk;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Forward;False;False;['CF'];A;Artem Dovbyk;Ukraine;1997-06-21;left;6675;roma;32.0;27.0;2553.0;6.0;7.22;91.52;A;3.0;12.0;0.42;11.0;11.26;0.4;1.51;0.05;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;32.0;77.14;91.43;73.0;-1;-1.0;53.27;-1.0;93.48;-1.0;50.98;-1.0;57.37;77.55;-1.0;87.82;58.39;71.06;-1.0;-1.0;-1.0;50.46;-1.0;59.17
337324;Nahuel;estevez;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Midfielder;False;False;['DM', 'M'];C;Nahuel Estevez Alvarez;Argentina;1995-11-14;right;5290;parma;14.0;7.0;705.0;5.87;5.8;28.21;C;0.0;0.0;0.0;0.0;0.15;0.02;0.34;0.04;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;25.0;12.0;28.0;48.0;20.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
337392;Toma;basic;{'uuid': 'f10c49fc-d0ce-4a7b-ba2d-f136e95e0fe0', 'name': 'lazio'};;False;False;['M'];C;Toma Basic;;1996-11-25;;5674;lazio;-1.0;-1.0;-1.0;-1.0;-1.0;15.66;C;-1.0;-1.0;-1.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
339237;Alessandro;gabrielloni;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Forward;False;False;['CF'];A;Alessandro Gabrielloni;Italy;1994-07-10;right;6657;como;14.0;0.0;220.0;5.81;6.04;22.49;A;1.0;1.0;0.41;1.0;0.87;0.35;0.41;0.17;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;29.0;6.0;0.0;20.69;6.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
340646;Benjamin;pavard;{'uuid': 'fb3aee60-b9c5-4842-b8c0-f338743a5532', 'name': 'inter'};Defender;False;False;['RB', 'CB'];D;Benjamin Pavard;France;1996-03-28;right;4177;inter;23.0;18.0;1718.0;6.04;6.0;73.9;D;1.0;0.0;0.0;0.0;0.8;0.04;0.52;0.03;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;31.0;22.0;58.06;70.97;47.0;-1;55.82;56.38;77.56;59.23;87.46;88.62;-1.0;56.84;-1.0;90.09;55.45;56.27;-1.0;-1.0;86.64;60.97;88.54;-1.0;71.0
340733;Daniele;sommariva;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Goalkeeper;False;False;['G'];P;Daniele Sommariva;Italy;1997-07-18;right;219;genoa;1.0;0.0;32.0;6.45;5.45;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.01;-1;39.0;38.0;1.0;0.0;2.63;1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
343666;mile;svilar;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Goalkeeper;False;False;['G'];P;Mile Svilar;Belgium;1999-08-27;right;5841;roma;38.0;38.0;3677.0;6.27;5.76;-1.0;P;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;35.0;35.0;39.15;-1;39.0;38.0;38.0;100.0;100.0;100.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
344068;unai nunez;Gestoso;{'uuid': 'e9e1d0da-2ab8-449c-8738-84666289eb1b', 'name': 'verona'};Defender;False;False;['CB'];D;Unai Nunez Gestoso;Spain;1997-01-30;right;6894;verona;10.0;7.0;702.0;5.97;5.77;52.3;D;0.0;0.0;0.0;0.0;0.22;0.03;0.47;0.06;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;33.0;9.0;21.21;27.27;19.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
344153;Jose Antonio;tete morente;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Wing-Forward;False;False;['W'];C;Jose Antonio Morente Oliva;Spain;1996-12-04;right;6634;lecce;31.0;23.0;2166.0;5.81;6.05;59.93;C;1.0;3.0;0.12;3.0;2.74;0.11;0.63;0.03;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;31.0;63.89;86.11;62.0;-1;68.18;-1.0;65.04;64.26;50.75;57.35;63.8;-1.0;59.57;62.07;64.33;69.35;63.35;-1.0;53.98;-1.0;64.47;71.9;62.87
344207;Charles;pickel;{'uuid': '15cfc725-f2e8-4d2a-8fd7-17c9e164430d', 'name': 'cremonese'};Mezzala;False;False;['DM', 'M'];C;Charles Pickel;Switzerland;1997-05-15;right;5857;cremonese;33.0;21.0;2135.0;5.94;5.97;7.47;C;0.0;2.0;0.08;3.0;3.2;0.13;0.45;0.02;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;32.0;56.76;86.49;59.0;-1;39.36;-1.0;45.55;52.06;47.3;47.61;-1.0;39.46;48.61;49.53;40.79;44.51;43.03;-1.0;48.11;-1.0;46.8;-1.0;52.79
345994;Kingsley;ehizibue;{'uuid': '10699c39-fa51-4968-8ee6-209df2113a8c', 'name': 'udinese'};Wide-Midfielder;False;False;['RB', 'E'];D;Kingsley Ehizibue;Nigeria;1995-05-25;right;6047;udinese;33.0;30.0;2673.0;5.81;5.73;25.48;D;0.0;0.0;0.0;0.0;0.82;0.03;1.07;0.04;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;34.0;33.0;88.24;97.06;74.0;-1;69.37;-1.0;-1.0;62.1;54.83;53.82;85.04;55.32;-1.0;55.32;64.12;-1.0;-1.0;-1.0;48.2;-1.0;52.31;62.67;54.29
346913;gianluca;mancini;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Defender;False;False;['CB'];D;Gianluca Mancini;Italy;1996-04-17;right;2296;roma;37.0;36.0;3379.0;6.05;6.13;83.01;D;1.0;2.0;0.05;4.0;2.49;0.07;0.98;0.03;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;37.0;97.3;100.0;92.0;-1;64.6;-1.0;73.31;59.17;80.79;78.17;-1.0;55.96;-1.0;81.54;52.91;-1.0;-1.0;-1.0;82.7;69.32;76.48;-1.0;62.71
347024;Gianluca;scamacca;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Forward;False;False;['CF'];A;Gianluca Scamacca;Italy;1999-01-01;right;2137;atalanta;1.0;0.0;13.0;-1.0;-1.0;96.28;A;0.0;0.0;0.0;0.0;0.29;1.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;1.0;0.0;0.0;0.0;0.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
351004;Alessandro;vogliacco;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Defender;False;False;['RB', 'CB'];D;Alessandro Vogliacco;Italy;1998-09-14;right;6245;genoa;22.0;18.0;1626.0;5.8;5.87;45.07;D;0.0;2.0;0.11;2.0;1.4;0.08;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;21.0;56.25;65.62;45.0;-1;57.03;-1.0;-1.0;55.55;82.67;77.45;-1.0;-1.0;-1.0;78.24;-1.0;-1.0;-1.0;-1.0;79.98;77.9;71.06;-1.0;55.64
351010;Patrick;cutrone;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Forward;False;False;['CF'];A;Patrick Cutrone;Italy;1998-01-03;right;2155;como;33.0;23.0;2175.0;5.92;6.57;52.16;A;4.0;7.0;0.29;8.0;8.17;0.34;2.66;0.11;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;33.0;60.53;86.84;62.0;-1;56.3;-1.0;-1.0;89.28;-1.0;-1.0;57.57;57.49;75.87;53.02;88.22;52.1;66.82;-1.0;-1.0;-1.0;53.73;-1.0;69.18
352088;Adrian;Semper;{'uuid': 'c1a7a918-44f8-4da9-86b6-f8b95e8e261d', 'name': 'pisa'};Goalkeeper;False;False;['G'];P;Adrian Semper;Croatia;1998-01-12;right;2861;pisa;36.0;36.0;3523.0;6.25;5.62;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;33.0;33.0;31.83;-1;39.0;36.0;36.0;100.0;100.0;95.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
352096;Nikola;moro n.;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Midfielder;False;False;['DM', 'M'];C;Nikola Moro;Croatia;1998-03-12;right;6054;bologna;22.0;15.0;1297.0;5.92;5.9;35.69;C;0.0;0.0;0.0;0.0;0.28;0.02;0.99;0.07;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;19.0;39.47;50.0;37.0;-1;-1.0;-1.0;77.26;55.94;65.79;76.14;-1.0;-1.0;-1.0;75.24;53.05;-1.0;-1.0;-1.0;60.33;-1.0;73.36;-1.0;72.38
